1.298168517544334932e+00,-1.957806249193926096e+00,-2.284730082167395204e-01,-5.225129178012423159e-01,-1.543289372445223046e-02,-1.144574439578808361e-02,-1.012154488676657804e+00,9.681660765746828989e-01
3.517730923911949886e-02,-6.070189133741592524e-01,1.264549449220260868e+01,1.468069246931457172e+01,-9.611828001678299760e-01,-4.605784447291849659e-02,-6.516508301235333089e-01,1.247679278095356725e+00
-9.525914213123648500e-02,-2.891865990636258710e-01,-5.194940822141155268e-01,-4.693478483906000087e-01,-8.137129268008420624e-01,-5.073378837855794209e-03,1.375597016025845720e+00,-8.736262691597478369e-01
-5.846327048391465331e-01,-2.097285204859925534e-01,3.713306290862285197e-02,-2.400445039756883212e-02,2.600796840629743256e-01,4.904961270462592643e-03,-7.593337411199224674e-01,1.058009605634895545e+00
3.500565877288170369e-01,-1.302704419083592080e-01,-1.078852136738366330e-01,-1.781870539077063664e-01,-5.426156146830857230e-01,-5.685964984118772880e-02,-8.201979951613567188e-01,5.988093459937896545e-01
4.683337088866820208e-01,5.848522652903408448e-01,-9.480378566538714968e-02,-4.514863512019556269e-01,-6.053123871924039889e-01,-7.574810768015936835e-02,7.950456697844520138e-01,-1.188078620870509416e+00
-8.688241499354146802e-01,2.864571524690748272e-02,-3.652812717241317730e-01,7.842009526504117867e-02,1.982659646875901682e-01,1.055298313662065141e-01,-1.382021878620770527e+00,1.237696663755327497e+00
-3.650804697036520996e-01,-1.083767384839959380e+00,4.529579046443086288e-01,2.571598589425582171e-01,-9.002521339263798161e-01,-3.677266196444739510e-02,8.746373866078696047e-01,-1.149475793179242367e-01
-9.641717358004524285e-02,-4.481027562188925617e-01,-1.422689751353768406e-01,-1.777120263956115387e-01,6.274297877795430578e-01,-6.274232509005525649e-02,-1.085544094461028536e-01,3.093135301330938169e-01
-7.520208869851239264e-01,1.081037938245408281e-01,-1.317982499387123085e-01,-1.940620918760951885e-02,-5.163807221574866907e-02,-6.989224354112540116e-02,2.405607469034769963e+00,-2.306131426953197394e+00
-2.444346478550418200e-01,3.464780295574408364e-01,-6.762017763020901073e-01,8.298143522435011410e-02,-1.028551539839241274e-01,2.084909459133541532e-01,-7.921068009883883709e-01,6.038006531638041574e-01
-1.145541028407554229e+00,-1.401599699150492651e+00,6.443962736235491207e+00,7.451438014169086799e+00,-1.197841040062157969e+00,-1.411546808839262979e-01,2.134059258696051398e+00,-7.538348970794621628e-01
-1.410414403425968910e+00,2.670199509798075188e-01,3.747462486747942800e-01,1.096779680662602230e+00,-6.379853531479642292e-01,-6.384881695856656214e-02,1.562871643845649361e+00,-1.537470122771351644e+00
5.127600062864322572e-01,1.875618724021741734e-01,-7.033908828431897908e-02,-1.086036310329607374e-01,3.360222535813034428e-01,1.879177951870486182e-02,-8.389254579433367276e-01,7.435572539241410706e-01
